Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
1302108,Japurá,AM,1 - Norte,9397,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Buscas retornaram apenas dados de avenida em Manaus-AM, não do município Japurá",2026-08-08,Nenhuma evidência específica sobre o município Japurá encontrada
1302207,Juruá,AM,1 - Norte,11152,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Resultados confundidos com bairros homônimos em Manaus; sem fonte específica sobre Juruá/AM. Mantido dado original do MUNIC.
1302306,Jutaí,AM,1 - Norte,27656,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
1302405,Lábrea,AM,1 - Norte,48927,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1302504,Manacapuru,AM,1 - Norte,110691,6 - 100001 até 500000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1302553,Manaquiri,AM,1 - Norte,17009,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
1302603,Manaus,AM,1 - Norte,2279686,7 - Maior que 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
1302702,Manicoré,AM,1 - Norte,57758,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1302801,Maraã,AM,1 - Norte,15843,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Menção genérica a empresas de ônibus do Amazonas; sem confirmação específica sobre Maraã. Mantido dado original do MUNIC.
1302900,Maués,AM,1 - Norte,65714,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,Busca web sobre mobilidade urbana em Maués/AM,2026-08-07,"Confirmado: Maués não possui sistema de ônibus urbano; locomoção interna é por mototáxi e a pé, com transporte fluvial para acesso externo."
1303007,Nhamundá,AM,1 - Norte,21106,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,Busca web sobre mobilidade em Nhamundá/AM,2026-08-07,"Confirmado: sem rodoviária/sistema de ônibus próprio; acesso e locomoção são fluviais, com mototáxi para deslocamentos curtos internos."
1303106,Nova Olinda do Norte,AM,1 - Norte,28267,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
1303205,Novo Airão,AM,1 - Norte,16467,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1303304,Novo Aripuanã,AM,1 - Norte,24987,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
1303403,Parintins,AM,1 - Norte,101956,6 - 100001 até 500000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,Busca web sobre mobilidade urbana em Parintins/AM,2026-08-07,Confirmado: Parintins não possui sistema de ônibus urbano; locomoção é por taxi/mototáxi. Rodoviária existente atende apenas linhas intermunicipais.
1303502,Pauini,AM,1 - Norte,20232,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas empresa de fretamento intermunicipal/interestadual; sem fonte específica sobre ônibus urbano interno. Mantido dado original do MUNIC.
1303536,Presidente Figueiredo,AM,1 - Norte,33004,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1303569,Rio Preto da Eva,AM,1 - Norte,25723,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1303601,Santa Isabel do Rio Negro,AM,1 - Norte,14176,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou texto genérico de baixa confiabilidade; sem confirmação confiável específica. Mantido dado original do MUNIC.
1303700,Santo Antônio do Içá,AM,1 - Norte,30448,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
1303809,São Gabriel da Cachoeira,AM,1 - Norte,56406,5 - 50001 até 100000,Sim,Não,-,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1303908,São Paulo de Olivença,AM,1 - Norte,35196,4 - 20001 até 50000,Sim,Não,-,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1303957,São Sebastião do Uatumã,AM,1 - Norte,12247,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Apenas transporte interurbano com Manaus; sem fonte específica sobre ônibus urbano interno. Mantido dado original do MUNIC.
1304005,Silves,AM,1 - Norte,12404,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1304062,Tabatinga,AM,1 - Norte,72283,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Resultados de busca confundidos com bairro homônimo em Manaus; sem fonte confiável específica sobre a cidade de Tabatinga/AM. Mantido dado original do MUNIC.
1304104,Tapauá,AM,1 - Norte,20501,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
1304203,Tefé,AM,1 - Norte,79278,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Nenhuma fonte específica e confiável encontrada sobre transporte urbano por ônibus; predomínio de transporte fluvial e mototáxi mencionado em fontes genéricas. Mantido dado original do MUNIC.
1304237,Tonantins,AM,1 - Norte,20224,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,"Cidade ribeirinha isolada; predomínio de transporte fluvial e mototáxi, mas sem confirmação definitiva. Mantido dado original do MUNIC."
1304260,Uarini,AM,1 - Norte,15278,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
1304302,Urucará,AM,1 - Norte,19505,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,Busca web sobre mobilidade em Urucará/AM,2026-08-07,Confirmado: transporte predominantemente fluvial (barcos/canoas); não há sistema de ônibus urbano coletivo típico.
1304401,Urucurituba,AM,1 - Norte,25592,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Nenhuma fonte específica encontrada sobre transporte urbano em Urucurituba. Mantido dado original do MUNIC.
1400027,Amajari,RR,1 - Norte,15583,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400050,Alto Alegre,RR,1 - Norte,23049,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400100,Boa Vista,RR,1 - Norte,470169,6 - 100001 até 500000,Sim,Não,-,-,Sim,Possui ônibus urbano (intramunicipal),Corrigido,https://cidadeboavista.com.br/ | https://boavista.rr.gov.br/canal-do-cidadao/frota-e-horario-dos-onibus | https://diariodotransporte.com.br/2025/10/18/boa-vista-rr-renova-frota-com-18-onibus-climatizados-e-acessiveis/,2026-08-07,"MUNIC 2024 registrou 'Não' incorretamente (erro de preenchimento da prefeitura). Boa Vista opera sistema municipal com 78 ônibus, 17 linhas, ~24-40 mil passageiros/dia."
1400159,Bonfim,RR,1 - Norte,15222,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1400175,Cantá,RR,1 - Norte,20552,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1400209,Caracaraí,RR,1 - Norte,22443,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400233,Caroebe,RR,1 - Norte,11708,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400282,Iracema,RR,1 - Norte,10778,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400308,Mucajaí,RR,1 - Norte,19619,3 - 10001 até 20000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1400407,Normandia,RR,1 - Norte,15744,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1400456,Pacaraima,RR,1 - Norte,22104,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1400472,Rorainópolis,RR,1 - Norte,36747,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Predomínio de táxi/mototáxi mencionado; sem confirmação específica sobre ônibus urbano municipal. Mantido dado original do MUNIC.
1400506,São João da Baliza,RR,1 - Norte,9727,2 - 5001 até 10000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1400605,São Luiz,RR,1 - Norte,7777,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
1400704,Uiramutã,RR,1 - Norte,15571,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
1500107,Abaetetuba,PA,1 - Norte,170999,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500131,Abel Figueiredo,PA,1 - Norte,6302,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Secretaria de Obras/Transportes/Urbanismo existe mas sem evidência de linha urbana coletiva (Abel Figueiredo-PA),2026-08-10,Evidência insuficiente para confirmar ônibus urbano coletivo
1500206,Acará,PA,1 - Norte,62701,5 - 50001 até 100000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500305,Afuá,PA,1 - Norte,40246,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,https://en.clickpetroleoegas.com.br/nessa-cidade-brasileira-e-proibido-carro-e-ate-ambulancia-e-de-bicicleta-afch/,2026-08-07,"Confirmado: Afuá é cidade sem ruas para carros (construída sobre palafitas/pontes), proibição de veículos automotores; locomoção é só a pé, de bicicleta ou barco. Não há e não pode haver ônibus."
1500347,Água Azul do Norte,PA,1 - Norte,17960,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500404,Alenquer,PA,1 - Norte,74836,5 - 50001 até 100000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500503,Almeirim,PA,1 - Norte,36334,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
1500602,Altamira,PA,1 - Norte,136982,6 - 100001 até 500000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500701,Anajás,PA,1 - Norte,30003,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,https://anajas.pa.gov.br/o-municipio/meios-de-transporte/,2026-08-07,"Confirmado pela própria prefeitura: não há sistema de ônibus urbano coletivo estruturado dentro da cidade; locomoção local é por mototáxi e a pé, com transporte fluvial para viagens externas."
1500800,Ananindeua,PA,1 - Norte,507838,7 - Maior que 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
1500859,Anapu,PA,1 - Norte,34947,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1500909,Augusto Corrêa,PA,1 - Norte,47596,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1500958,Aurora do Pará,PA,1 - Norte,24321,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1501006,Aveiro,PA,1 - Norte,19223,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1501105,Bagre,PA,1 - Norte,34633,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Resultados confundidos com Bagé/RS e distrito de Bagre/MG; sem fonte específica sobre o município de Bagre/PA. Mantido dado original do MUNIC.
1501204,Baião,PA,1 - Norte,55949,5 - 50001 até 100000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1501253,Bannach,PA,1 - Norte,4252,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1501303,Barcarena,PA,1 - Norte,137331,6 - 100001 até 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1501402,Belém,PA,1 - Norte,1398531,7 - Maior que 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
1501451,Belterra,PA,1 - Norte,18954,3 - 10001 até 20000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1501501,Benevides,PA,1 - Norte,68191,5 - 50001 até 100000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1501576,Bom Jesus do Tocantins,PA,1 - Norte,18958,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1501600,Bonito,PA,1 - Norte,12998,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
1501709,Bragança,PA,1 - Norte,131679,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
1501725,Brasil Novo,PA,1 - Norte,26606,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou textos genéricos; sem confirmação confiável específica. Mantido dado original do MUNIC.
1501758,Brejo Grande do Araguaia,PA,1 - Norte,6985,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Texto genérico/templado sobre táxi/mototáxi/bicicleta como meio principal (Brejo Grande do Araguaia-PA),2026-08-10,"Texto padronizado/genérico, sem menção confiável a ônibus urbano"
1501782,Breu Branco,PA,1 - Norte,47351,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
1501808,Breves,PA,1 - Norte,115051,6 - 100001 até 500000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Resultados de busca confundidos com ônibus urbanos de Belém/PA (linhas que passam perto de bairro homônimo); sem fonte confiável específica sobre Breves. Mantido dado original do MUNIC.
1501907,Bujaru,PA,1 - Norte,25112,4 - 20001 até 50000,Não informou,Não informou,Não informou,Não informou,Sem info,Sem informação (recusa/não informou),Pendente,,,
